area,equivalent_diameter,d_eq_px,d_eq_mm
1753.0,47.24393000080264,47.24393000080264,798.0393581216662
4123.0,72.4538932214348,72.4538932214348,1223.8833314431554
4786.0,78.06231139994824,78.06231139994824,1318.6201249991257
2478.0,56.170166386203036,56.170166386203036,948.8203781453216
1855.0,48.5989645515594,48.5989645515594,820.9284552628276
3617.0,67.86241546914671,67.86241546914671,1146.3245856274782
5136.0,80.86629892458166,80.86629892458166,1365.9847791314469
4797.0,78.15196796047158,78.15196796047158,1320.1345939268847
3218.0,64.01003714229319,64.01003714229319,1081.2506274036011
2865.0,60.3972788763388,60.3972788763388,1020.2243053435608
1756.0,47.28433821631583,47.28433821631583,798.7219293296592
2941.0,61.19311645165748,61.19311645165748,1033.6675076293493
7044.0,94.70321722684234,94.70321722684234,1599.7165072101745
4410.0,74.93321287841638,74.93321287841638,1265.7637310543307
2592.0,57.44768837780631,57.44768837780631,970.4001415169984
6924.0,93.89308072348179,93.89308072348179,1586.0317689777328
4142.0,72.62064578543105,72.62064578543105,1226.7000977268758
2247.0,53.48802910016325,53.48802910016325,903.5140050703252
3886.0,70.34066299688142,70.34066299688142,1188.1868749473213
3283.0,64.65327080175867,64.65327080175867,1092.116060840518
3492.0,66.67947577939698,66.67947577939698,1126.3424962735976
4338.0,74.31899585611431,74.31899585611431,1255.3884435154444
6633.0,91.89884602228874,91.89884602228874,1552.3453719981205
1822.0,48.164742815751296,48.164742815751296,813.5936286444476
2091.0,51.597905849377504,51.597905849377504,871.586247455701
4991.0,79.71661412637391,79.71661412637391,1346.56442781037
1964.0,50.00642424588925,50.00642424588925,844.7031122616427
2961.0,61.400832990773154,61.400832990773154,1037.1762329522492
3415.0,65.94022327282931,65.94022327282931,1113.8551228518465
9142.0,107.8886273801315,107.8886273801315,1822.4430300697886
3322.0,65.0361573865662,65.0361573865662,1098.5837396379425
4847.0,78.5582081855953,78.5582081855953,1326.9967598918126
6353.0,89.93826120012821,89.93826120012821,1519.2273851373009
2275.0,53.820256077730576,53.820256077730576,909.1259472589624
5196.0,81.33727727459228,81.33727727459228,1373.940494503248
2410.0,55.39410891793226,55.39410891793226,935.7112992893962
4532.0,75.96263302927142,75.96263302927142,1283.152584953909
4216.0,73.26648565751906,73.26648565751906,1237.6095550256596
4394.0,74.79715609277069,74.79715609277069,1263.4654745400453
3760.0,69.190900328036,69.190900328036,1168.7652082438512
2962.0,61.41120037505823,61.41120037505823,1037.3513576867945
4696.0,77.3248530685725,77.3248530685725,1306.1630585907515
4103.0,72.277948587715,72.277948587715,1220.911293711402
1898.0,49.15901398428714,49.15901398428714,830.3887497345801
2135.0,52.137955732935794,52.137955732935794,880.7087117049965
3304.0,64.85972136700079,64.85972136700079,1095.603401469608
5263.0,81.86000075703129,81.86000075703129,1382.7702830579608
2460.0,55.965786691946896,55.965786691946896,945.3680184450488
3183.0,63.66098861070273,63.66098861070273,1075.3545373429515
2721.0,58.859874288214186,58.859874288214186,994.2546332468612
3065.0,62.46982635331456,62.46982635331456,1055.2335532654486
3267.0,64.49553157118544,64.49553157118544,1089.4515468105649
9750.0,111.41851534268368,111.41851534268368,1882.0695159237107
3680.0,68.45086942198323,68.45086942198323,1156.264686182149
5218.0,81.5092874734412,81.5092874734412,1376.8460721865067
4119.0,72.41873849194099,72.41873849194099,1223.289501553057
2065.0,51.27611198090307,51.27611198090307,866.1505402179572
3209.0,63.920463852002335,63.920463852002335,1079.737565067607
2201.0,52.937701479778035,52.937701479778035,894.217930401656
5904.0,86.70182392612281,86.70182392612281,1464.5578365899123
5134.0,80.85055239557937,80.85055239557937,1365.7187904658676
6986.0,94.31252016312493,94.31252016312493,1593.1168946473806
5453.0,83.32451762501144,83.32451762501144,1407.5087436657336
2705.0,58.686565485710744,58.686565485710744,991.3271196910598
2782.0,59.51598452057416,59.51598452057416,1005.33757636105
6675.0,92.18933756735217,92.18933756735217,1557.2523237728406
3180.0,63.630981072570435,63.630981072570435,1074.847653252879
6405.0,90.30558833222182,90.30558833222182,1525.4322353415846
2328.0,54.44356399193075,54.44356399193075,919.6547971609924
1845.0,48.46779301800707,48.46779301800707,818.7127198987681
2285.0,53.93841265480332,53.93841265480332,911.1218353851912
3907.0,70.5304678935301,70.5304678935301,1191.3930387420626
3227.0,64.09948526205473,64.09948526205473,1082.761575372546
2539.0,56.857323222981385,56.857323222981385,960.4277571449558
2545.0,56.92446434838882,56.92446434838882,961.5618977768381
1948.0,49.802315539983645,49.802315539983645,841.2553300672913
4182.0,72.97045824223972,72.97045824223972,1232.6090919297249
3911.0,70.56656332470232,70.56656332470232,1192.0027588632147
2723.0,58.88150202155044,58.88150202155044,994.6199665802438
4931.0,79.23600314938335,79.23600314938335,1338.445999144989
6540.0,91.25232392968391,91.25232392968391,1541.42439070412
4584.0,76.3971862902423,76.3971862902423,1290.4930116594983
2946.0,61.24511163178486,61.24511163178486,1034.5458045909604
2928.0,61.05772176379132,61.05772176379132,1031.3804351991778
1880.0,48.925354818356766,48.925354818356766,826.4418043641346
5379.0,82.75720821252031,82.75720821252031,1397.9258144006808
3553.0,67.25934955412544,67.25934955412544,1136.137661387254
3342.0,65.23163771135073,65.23163771135073,1101.8857721511947
2429.0,55.61203875206977,55.61203875206977,939.3925464876651
2470.0,56.07942292406237,56.07942292406237,947.2875493929454
5010.0,79.86820468198322,79.86820468198322,1349.1250790875542
3370.0,65.50433012982805,65.50433012982805,1106.492063003852
8042.0,101.1898829861967,101.1898829861967,1709.2885639560252
7903.0,100.31157521463807,100.31157521463807,1694.4522840310483
3146.0,63.28990130926751,63.28990130926751,1069.0861707646538
3618.0,67.87179585698185,67.87179585698185,1146.4830381246934
3512.0,66.8701523933503,66.8701523933503,1129.563385022809
2532.0,56.77889156429026,56.77889156429026,959.1028980454436
2711.0,58.751616197148365,58.751616197148365,992.4259492761548
3596.0,67.66512693306387,67.66512693306387,1142.9920090044573
2844.0,60.17552048156129,60.17552048156129,1016.4783865128596
3843.0,69.95040793603158,69.95040793603158,1181.5947286491821
2486.0,56.260763487635096,56.260763487635096,950.3507345884307
10209.0,114.0109754023764,114.0109754023764,1925.8610709860877
7071.0,94.88454468891304,94.88454468891304,1602.779471096504
3204.0,63.87064663310887,63.87064663310887,1078.8960579917039
4387.0,74.73755336344078,74.73755336344078,1262.4586716797428
4218.0,73.28386179571132,73.28386179571132,1237.903070873502
2607.0,57.61367453239352,57.61367453239352,973.2039616958364
3898.0,70.44918555510536,70.44918555510536,1190.0200262686715
2707.0,58.70825706489749,58.70825706489749,991.6935315016467
3258.0,64.40663348403766,64.40663348403766,1087.9498899330686
5304.0,82.17823644539534,82.17823644539534,1388.1458859019483
3039.0,62.20430030512488,62.20430030512488,1050.7483159649473
3050.0,62.31677632421503,62.31677632421503,1052.6482487198484
3017.0,61.978735921814234,61.978735921814234,1046.9381067874026
2778.0,59.47318265633917,59.47318265633917,1004.6145718976211
6738.0,92.62336666535894,92.62336666535894,1564.5838963743065
2589.0,57.414433562644646,57.414433562644646,969.8384047744028
3579.0,67.50499485673002,67.50499485673002,1140.2870752826018
4318.0,74.14747705867296,74.14747705867296,1252.4911665316379
3380.0,65.60144557252416,65.60144557252416,1108.132526562908
2810.0,59.814739995303896,59.814739995303896,1010.3841215422955
2837.0,60.10141918801632,60.10141918801632,1015.2266754732486
10603.0,116.19018415006893,116.19018415006893,1962.672029561975
2958.0,61.369720329545345,61.369720329545345,1036.65068124232
2418.0,55.485973174935154,55.485973174935154,937.2630603874181
6620.0,91.80874569531368,91.80874569531368,1550.8234070154335
3231.0,64.13919994074848,64.13919994074848,1083.4324314315622
7527.0,97.89624126196863,97.89624126196863,1653.6527240197402
4552.0,76.13006244339,76.13006244339,1285.980784516723
2660.0,58.196367489694175,58.196367489694175,983.0467481367259
5160.0,81.05501866530807,81.05501866530807,1369.1726125896632
3086.0,62.68346859462,62.68346859462,1058.8423749091216
2261.0,53.65439973241899,53.65439973241899,906.3243198043748
3741.0,69.01586148744536,69.01586148744536,1165.8084710717121
3760.0,69.190900328036,69.190900328036,1168.7652082438512
6082.0,87.99910744478753,87.99910744478753,1486.47140954033
5498.0,83.66762227381584,83.66762227381584,1413.304430300943
3771.0,69.29203650634248,69.29203650634248,1170.4735896341635
8644.0,104.90892538145049,104.90892538145049,1772.1102260380148
2026.0,50.78959851813597,50.78959851813597,857.9324074009454
3306.0,64.87934906343041,64.87934906343041,1095.934950395784
3508.0,66.83206059168721,66.83206059168721,1128.9199424271487
3602.0,67.72155373391884,67.72155373391884,1143.9451644243047
4441.0,75.19612236125515,75.19612236125515,1270.2047696157963
5766.0,85.6825490688912,85.6825490688912,1447.3403558934324
2161.0,52.454462690725244,52.454462690725244,886.0551130190074
4744.0,77.71903499287426,77.71903499287426,1312.8215370417947
4336.0,74.30186179344139,74.30186179344139,1255.0990167811044
5182.0,81.22762658614133,81.22762658614133,1372.0882869280629
4110.0,72.33957788694595,72.33957788694595,1221.9523291713842
1834.0,48.32309308233785,48.32309308233785,816.2684642286798
3130.0,63.12875553201615,63.12875553201615,1066.3641137164889
3347.0,65.2804163300801,65.2804163300801,1102.709735305407
2315.0,54.2913395125033,54.2913395125033,917.0834377112044
3503.0,66.78441528685622,66.78441528685622,1128.1151230887874
3937.0,70.80073507826268,70.80073507826268,1195.958362808491
4131.0,72.52415155864257,72.52415155864257,1225.0701276797731
3996.0,71.32927323870412,71.32927323870412,1204.8863722754074
7541.0,97.98724104110627,97.98724104110627,1655.1898824511195
3564.0,67.363385733172,67.363385733172,1137.895029276554
1931.0,49.58452945106567,49.58452945106567,837.5765109977309
2532.0,56.77889156429026,56.77889156429026,959.1028980454436
3210.0,63.9304226374257,63.9304226374257,1079.905787794353
4716.0,77.4893392214118,77.4893392214118,1308.9415409022263
2247.0,53.48802910016325,53.48802910016325,903.5140050703252
5750.0,85.56358677747905,85.56358677747905,1445.3308577276866
2142.0,52.22335784706608,52.22335784706608,882.1513149842243
3194.0,63.7708954452116,63.7708954452116,1077.2110717096555
5160.0,81.05501866530807,81.05501866530807,1369.1726125896632
4497.0,75.6687401287614,75.6687401287614,1278.1881778506993
3646.0,68.1339223889569,68.1339223889569,1150.9108511648126
3423.0,66.0174140786237,66.0174140786237,1115.1590215983733
2556.0,57.04735117727269,57.04735117727269,963.6376888052819
2771.0,59.398205178785794,59.398205178785794,1003.3480604524627
5191.0,81.29813329173204,81.29813329173204,1373.2792785765548
3069.0,62.51057640745456,62.51057640745456,1055.92189877457
3083.0,62.65299287678528,62.65299287678528,1058.3275823781296
2193.0,52.8414072636622,52.8414072636622,892.5913389132128
2239.0,53.392727413590976,53.392727413590976,901.9041792836313
3662.0,68.28325719252243,68.28325719252243,1153.4333985223382
2277.0,53.84390813603676,53.84390813603676,909.5254752708912
3287.0,64.6926455135704,64.6926455135704,1092.7811742157162
6757.0,92.75386570798811,92.75386570798811,1566.7882720943937
3385.0,65.64994942060905,65.64994942060905,1108.9518483210986
2615.0,57.7020052466329,57.7020052466329,974.6960345715016
2304.0,54.162200020584606,54.162200020584606,914.90202737474
2154.0,52.36943745506095,52.36943745506095,884.6188759300835
3665.0,68.31122112401718,68.31122112401718,1153.90576223002
2816.0,59.87856509615288,59.87856509615288,1011.4622482458257
2180.0,52.68455378498194,52.68455378498194,889.9417869084787
3063.0,62.449441354777576,62.449441354777576,1054.8892120739456
2613.0,57.67993524955607,57.67993524955607,974.3232305668254
2001.0,50.47526452644959,50.47526452644959,852.6227115954323
4833.0,78.44467298488178,78.44467298488178,1325.0789355554355
5347.0,82.51067716180079,82.51067716180079,1393.7614385439322
4848.0,78.56631156466536,78.56631156466536,1327.133641295023
6358.0,89.97364628282087,89.97364628282087,1519.8251061287308
3569.0,67.41062182742269,67.41062182742269,1138.6929362740318
5484.0,83.56102957316665,83.56102957316665,1411.5038779251122
2371.0,54.94407120488134,54.94407120488134,928.1093108932658
4473.0,75.46655208501566,75.46655208501566,1274.7728392739132
5289.0,82.06195191502744,82.06195191502744,1386.1816201862741
4085.0,72.11923141744607,72.11923141744607,1218.2302604298322
2548.0,56.95800523179507,56.95800523179507,962.128466753295
6058.0,87.8253104862466,87.8253104862466,1483.5356501055167
4281.0,73.82911682399588,73.82911682399588,1247.1134598647952
2068.0,51.31334503335674,51.31334503335674,866.7794769148097
3577.0,67.48613080861635,67.48613080861635,1139.9684258212221
2990.0,61.70077988776266,61.70077988776266,1042.2429035095042
3332.0,65.1339708835379,65.1339708835379,1100.2359946543563
3266.0,64.48566005791552,64.48566005791552,1089.2847982756
1946.0,49.77674310413073,49.77674310413073,840.8233632454514
2787.0,59.56944360304953,59.56944360304953,1006.2406014028636
4096.0,72.2162666941128,72.2162666941128,1219.8693698329864
7207.0,95.79267925528714,95.79267925528714,1618.1195820149853
2814.0,59.85729762430599,59.85729762430599,1011.1030004105742
2974.0,61.535472745745395,61.535472745745395,1039.450553137591
4178.0,72.93555249604618,72.93555249604618,1232.0194678386179
6000.0,87.40387444736633,87.40387444736633,1476.4167980974041
3846.0,69.97770565724083,69.97770565724083,1182.0558388047436
3090.0,62.72407985161403,62.72407985161403,1059.5283758718585
4026.0,71.5965251049502,71.5965251049502,1209.4007619079425
3909.0,70.54851791759874,70.54851791759874,1191.697937797276
3515.0,66.89870701100357,66.89870701100357,1130.0457265372224
3940.0,70.82770507546141,70.82770507546141,1196.4139370854966
3245.0,64.27800807947928,64.27800807947928,1085.7771635047175
5872.0,86.46654038808813,86.46654038808813,1460.5834525014886
2863.0,60.37619412133205,60.37619412133205,1019.8681439414197
5475.0,83.49243383340203,83.49243383340203,1410.345166104764
3500.0,66.75581178124546,66.75581178124546,1127.6319557642812
3867.0,70.168492355835,70.168492355835,1185.2785870918074
2053.0,51.1269086229677,51.1269086229677,863.6302132258056
7078.0,94.93149897497396,94.93149897497396,1603.5726178205061
5040.0,80.10697413749455,80.10697413749455,1353.1583469171376
3844.0,69.95950835992178,69.95950835992178,1181.7484520257058
5861.0,86.38551366804963,86.38551366804963,1459.2147579062437
2545.0,56.92446434838882,56.92446434838882,961.5618977768381
2300.0,54.1151637980601,54.1151637980601,914.107496588853
4071.0,71.9955428246558,71.9955428246558,1216.1409260921587
3004.0,61.84506118021413,61.84506118021413,1044.680087503617
10284.0,114.42899754020574,114.42899754020574,1932.9222557467185
7129.0,95.27289601149414,95.27289601149414,1609.3394596536173
5906.0,86.71650795094249,86.71650795094249,1464.805877549704
4988.0,79.69265241626101,79.69265241626101,1346.1596691935981
2166.0,52.51511071964299,52.51511071964299,887.0795729669424
2845.0,60.18609893298899,60.18609893298899,1016.65707657076
2694.0,58.567118193714535,58.567118193714535,989.3094289478806
6480.0,90.83277079272577,90.83277079272577,1534.337344471719
2418.0,55.485973174935154,55.485973174935154,937.2630603874181
2079.0,51.44963569846149,51.44963569846149,869.0816840956332
4424.0,75.05206023760013,75.05206023760013,1267.7712877972995
5874.0,86.48126436271816,86.48126436271816,1460.832168289158
7538.0,97.96774820426188,97.96774820426188,1654.8606115584776
2750.0,59.172702727031975,59.172702727031975,999.5388974160807
1917.0,49.404455338130255,49.404455338130255,834.5347185494975
6057.0,87.8180614820259,87.8180614820259,1483.413200709897
3216.0,63.99014280237452,63.99014280237452,1080.9145743644344
3163.0,63.4606703399619,63.4606703399619,1071.9707827696266
1990.0,50.33633572304378,50.33633572304378,850.2759412676314
2212.0,53.069820736028305,53.069820736028305,896.4496745950727
1942.0,49.725558778918575,49.725558778918575,839.9587631574084
5092.0,80.51916394120998,80.51916394120998,1360.1210125204389
5007.0,79.84428846504275,79.84428846504275,1348.7210889365329
8336.0,103.02293358719852,103.02293358719852,1740.2522565405154
4791.0,78.10307714057215,78.10307714057215,1319.3087354826378
6392.0,90.21389676733381,90.21389676733381,1523.8833913400981
2506.0,56.48662053182433,56.48662053182433,954.1658873618974
4093.0,72.18981546313178,72.18981546313178,1219.4225584988476
3173.0,63.56090839065055,63.56090839065055,1073.6639930853135
4473.0,75.46655208501566,75.46655208501566,1274.7728392739132
4246.0,73.52669655945044,73.52669655945044,1242.0050094501764
2462.0,55.98853238957037,55.98853238957037,945.7522363103103
4237.0,73.44873008461674,73.44873008461674,1240.6880081860936
4548.0,76.0966060311202,76.0966060311202,1285.415642417571
4039.0,71.71202494132572,71.71202494132572,1211.351772657529
1691.0,46.40094902205299,46.40094902205299,783.799814561706
5147.0,80.952850084181,80.952850084181,1367.4467919625167
2394.0,55.20992184468277,55.20992184468277,932.6000311601819
5404.0,82.94930077914351,82.94930077914351,1401.1706212693161
4556.0,76.16350415923235,76.16350415923235,1286.5456783654113
2659.0,58.18542729456232,58.18542729456232,982.8619475432823
4736.0,77.65347695928193,77.65347695928193,1311.7141378257083
5938.0,86.95111509714752,86.95111509714752,1468.7688361004648
3527.0,67.01280380853288,67.01280380853288,1131.9730373062987
3247.0,64.29781335127248,64.29781335127248,1086.1117120147378
3675.0,68.40435166640879,68.40435166640879,1155.4789132839321
7441.0,97.33537616085093,97.33537616085093,1644.178651365725
3054.0,62.35762639502234,62.35762639502234,1053.3382836997016
2881.0,60.56569266822599,60.56569266822599,1023.0691329092228
3832.0,69.8502250205763,69.8502250205763,1179.9024496718969
4190.0,73.0402196905262,73.0402196905262,1233.787494772402
2690.0,58.52362237026676,58.52362237026676,988.574702200452
5131.0,80.8269268501291,80.8269268501291,1365.3197103062348
3697.0,68.6087938742979,68.6087938742979,1158.9323289577349
2125.0,52.01570947860099,52.01570947860099,878.6437411925842
3124.0,63.06821971288431,63.06821971288431,1065.3415492041267
6187.0,88.75546779368835,88.75546779368835,1499.247766785276
2421.0,55.5203830840875,55.5203830840875,937.8443088528294
2520.0,56.64418463295778,56.64418463295778,956.8274431242868
6254.0,89.23474722760024,89.23474722760024,1507.343703168923
2800.0,59.708213214418464,59.708213214418464,1008.5846826759876
5952.0,87.05355690759389,87.05355690759389,1470.4992720877344
2088.0,51.56087828389873,51.56087828389873,870.9607818226136
2329.0,54.45525594181148,54.45525594181148,919.852296314383
5167.0,81.10997921123261,81.10997921123261,1370.10100018974
3442.0,66.20038151686461,66.20038151686461,1118.249687784875
3285.0,64.67296115421814,64.67296115421814,1092.4486681455767
3556.0,67.2877390100027,67.2877390100027,1136.6172130068023
2183.0,52.72079216169708,52.72079216169708,890.5539216502884
2005.0,50.525689378711114,50.525689378711114,853.4744827484985
2663.0,58.22917574231786,58.22917574231786,983.600941593207
2311.0,54.24441526906674,54.24441526906674,916.2907984639652
3263.0,64.4560364471074,64.4560364471074,1088.7843994443815
2063.0,51.251274918665594,51.251274918665594,865.7309952477295
3818.0,69.72251129871077,69.72251129871077,1177.7451232890332
7535.0,97.9482514881172,97.9482514881172,1654.5312751371148
2123.0,51.991225735433,51.991225735433,878.2301644498817
2923.0,61.005566871072354,61.005566871072354,1030.4994403897356
1956.0,49.904474243317885,49.904474243317885,842.9809838398292
4187.0,73.0140669584028,73.0140669584028,1233.3457256486959
6554.0,91.34994239841784,91.34994239841784,1543.0733513246255
5221.0,81.53271529307904,81.53271529307904,1377.2418123830919
2449.0,55.840519741997504,55.840519741997504,943.2520226688767
1891.0,49.06827874599019,49.06827874599019,828.856059898483
2960.0,61.39046385568431,61.39046385568431,1037.001078643316
4587.0,76.42218128070012,76.42218128070012,1290.9152243361505
2241.0,53.41656877553537,53.41656877553537,902.3069049921514
8028.0,101.10176588533895,101.10176588533895,1707.8000994145093
2464.0,56.01126885036118,56.01126885036118,946.1362981479929
2655.0,58.14164592847245,58.14164592847245,982.122397440413
3469.0,66.45952136967493,66.45952136967493,1122.6270501634278
2403.0,55.31360254041131,55.31360254041131,934.3513942637045
2743.0,59.09734402837873,59.09734402837873,998.2659464253163
5188.0,81.2746378526907,81.2746378526907,1372.882396160316
2896.0,60.72315638661277,60.72315638661277,1025.7289930171075
3721.0,68.83112919282627,68.83112919282627,1162.6879931220653
5163.0,81.07857774694648,81.07857774694648,1369.5705700497715
3782.0,69.39302528488281,69.39302528488281,1172.179481163561
2710.0,58.740779414579535,58.740779414579535,992.2428955165461
2887.0,60.62872723099517,60.62872723099517,1024.1339059289724
1963.0,49.9936918652256,49.9936918652256,844.4880382639459
3421.0,65.99812484108159,65.99812484108159,1114.833189883135
3828.0,69.81375922585893,69.81375922585893,1179.286473409779
2966.0,61.452652421880806,61.452652421880806,1038.051561180419
2140.0,52.198971500722585,52.198971500722585,881.7393834581518
3328.0,65.0948631220515,65.0948631220515,1099.5753905751944
2506.0,56.48662053182433,56.48662053182433,954.1658873618974
3861.0,70.11403484483306,70.11403484483306,1184.358696703261
3665.0,68.31122112401718,68.31122112401718,1153.90576223002
3530.0,67.04129766729702,67.04129766729702,1132.4543524881253
3804.0,69.59456320843287,69.59456320843287,1175.583837980285
6561.0,91.39871253473652,91.39871253473652,1543.8971711948736
8412.0,103.49150230966883,103.49150230966883,1748.1672687444059
2497.0,56.38509681825244,56.38509681825244,952.4509597677777
3177.0,63.60095937659755,63.60095937659755,1074.3405300100937
1976.0,50.158960718865394,50.158960718865394,847.2797418727263
7613.0,98.45391131930104,98.45391131930104,1663.0728263395445
7709.0,99.07271900156657,99.07271900156657,1673.5256588102461
2108.0,51.807228842138656,51.807228842138656,875.1221088199097
5318.0,82.2866204124437,82.2866204124437,1389.9766961561434
4617.0,76.67168302601846,76.67168302601846,1295.1297808449062
2371.0,54.94407120488134,54.94407120488134,928.1093108932658
5628.0,84.65100210729638,84.65100210729638,1429.915576136763
3560.0,67.32557299612964,67.32557299612964,1137.2563006102978
6580.0,91.53095762832032,91.53095762832032,1546.1310410189244
2940.0,61.18271211315643,61.18271211315643,1033.491758668183
2584.0,57.358966026207796,57.358966026207796,968.9014531454019
2703.0,58.664865885972546,58.664865885972546,990.9605723981848
3063.0,62.449441354777576,62.449441354777576,1054.8892120739456
2309.0,54.220937918791954,54.220937918791954,915.8942216012153
3502.0,66.77488214637701,66.77488214637701,1127.9540903104223
4181.0,72.96173337125232,72.96173337125232,1232.461712352235
3648.0,68.15260713423864,68.15260713423864,1151.226471862139
5364.0,82.64173835271988,82.64173835271988,1395.9753100121602
3667.0,68.32985738711768,68.32985738711768,1154.2205639715824
9214.0,108.31264545375018,108.31264545375018,1829.6054975295638
3227.0,64.09948526205473,64.09948526205473,1082.761575372546
2031.0,50.85223215707562,50.85223215707562,858.9904080587097
4841.0,78.50957034695148,78.50957034695148,1326.1751747795856
5915.0,86.78255531561909,86.78255531561909,1465.9215424935658
5218.0,81.5092874734412,81.5092874734412,1376.8460721865067
4186.0,73.00534729909441,73.00534729909441,1233.1984341063244
2085.0,51.523824108588975,51.523824108588975,870.334866699138
3172.0,63.55089170027385,63.55089170027385,1073.4947922343556
2827.0,59.99540143182897,59.99540143182897,1013.4358349971109
2617.0,57.72406680555278,57.72406680555278,975.0686960397429
2685.0,58.469207088979,58.469207088979,987.6555251516722
3676.0,68.41365774789752,68.41365774789752,1155.6361106063769
2138.0,52.17457375622515,52.17457375622515,881.327259395695
3795.0,69.51218650186414,69.51218650186414,1174.1923395585159
2927.0,61.047294349871244,61.047294349871244,1031.2042964505276
5511.0,83.76647975792872,83.76647975792872,1414.9743202352824
2816.0,59.87856509615288,59.87856509615288,1011.4622482458257
3713.0,68.75709730349048,68.75709730349048,1161.4374544508528
2167.0,52.527231922509465,52.527231922509465,887.2843230153626
2521.0,56.65542244372859,56.65542244372859,957.0172710089288
2434.0,55.66924691322298,55.66924691322298,940.3589005611989
3217.0,64.00009074534987,64.00009074534987,1081.0826139417206
3580.0,67.514424904252,67.514424904252,1140.4463666258782
6906.0,93.77095656940391,93.77095656940391,1583.9688609696605
10163.0,113.75382847686252,113.75382847686252,1921.517372919975
2816.0,59.87856509615288,59.87856509615288,1011.4622482458257
3135.0,63.1791577400707,63.1791577400707,1067.2155023660591
2956.0,61.34896978953388,61.34896978953388,1036.300165363748
1708.0,46.63360529068772,46.63360529068772,787.7298190994546
4938.0,79.2922245362194,79.2922245362194,1339.3956847334357
2143.0,52.23554675091909,52.23554675091909,882.35720863039
1871.0,48.80810576327963,48.80810576327963,824.461246001345
2702.0,58.654013075614955,58.654013075614955,990.7772478989012
3178.0,63.61096818291911,63.61096818291911,1074.5095976844443
3220.0,64.02992530096552,64.02992530096552,1081.586576029823
2968.0,61.473367963484506,61.473367963484506,1038.4014858696708
2849.0,60.228394158822454,60.228394158822454,1017.3715229530819
1679.0,46.23601621690972,46.23601621690972,781.0137874477992
2679.0,58.40384182864601,58.40384182864601,986.5513822406419
4026.0,71.5965251049502,71.5965251049502,1209.4007619079425
2650.0,58.08687281605183,58.08687281605183,981.1971759468214
5575.0,84.25147157111579,84.25147157111579,1423.166749512091
1871.0,48.80810576327963,48.80810576327963,824.461246001345
4423.0,75.04357738250239,75.04357738250239,1267.6279963260538
5247.0,81.7354751085806,81.7354751085806,1380.666809266564
2489.0,56.29469981131279,56.29469981131279,950.9239832992025
4659.0,77.01962762128315,77.01962762128315,1301.0072233324856
1764.0,47.39192501801153,47.39192501801153,800.5392739528974
4130.0,72.51537298915467,72.51537298915467,1224.921841033018
1813.0,48.04563762304389,48.04563762304389,811.581716605471
4345.0,74.37893399259148,74.37893399259148,1256.4009120370183
3262.0,64.44615888418875,64.44615888418875,1088.6175487194046
4963.0,79.49269061065057,79.49269061065057,1342.781935990719
